         500   993.63147788943570     
        1000   993.63147786635045     
        1500   993.63147786511524     
        2000   993.63147786490856     
        2500   993.63147786485160     
        3000   993.63147786482955     
        3500   993.63147786482091     
        4000   993.63147786481909     
        4500   993.63147786481477     
        5000   993.63147786481511     
        5500   993.63147786481272     
        6000   993.63147786481397     
