           1   3.10099043E-04
           2   3.15406302E-04
           3   3.17654689E-04
           4   3.18470993E-04
           5   3.18620820E-04
           6   3.18488979E-04
           7   3.18265869E-04
           8   3.18052917E-04
           9   3.17856087E-04
          10   3.17830534E-04
