   5.00000007E-02   5.00000007E-02   0.00000000    
   5.00000007E-02  0.150000006       0.00000000    
   5.00000007E-02  0.250000000       0.00000000    
   5.00000007E-02  0.349999994       0.00000000    
   5.00000007E-02  0.449999988       0.00000000    
   5.00000007E-02  0.550000012       0.00000000    
   5.00000007E-02  0.650000036       0.00000000    
   5.00000007E-02  0.750000060       0.00000000    
   5.00000007E-02  0.850000083       0.00000000    
   5.00000007E-02  0.950000107       0.00000000    
   5.00000007E-02   1.05000007       0.00000000    
   5.00000007E-02   1.15000010       0.00000000    
   5.00000007E-02   1.25000012       0.00000000    
   5.00000007E-02   1.35000014       0.00000000    
   5.00000007E-02   1.45000017       0.00000000    
   5.00000007E-02   1.55000019       0.00000000    
   5.00000007E-02   1.65000021       0.00000000    
   5.00000007E-02   1.75000024       0.00000000    
   5.00000007E-02   1.85000026       0.00000000    
   5.00000007E-02   1.95000029       0.00000000    
   5.00000007E-02   2.05000019       0.00000000    
   5.00000007E-02   2.15000010       0.00000000    
   5.00000007E-02   2.25000000       0.00000000    
   5.00000007E-02   2.34999990       0.00000000    
   5.00000007E-02   2.44999981       0.00000000    
   5.00000007E-02   2.54999971       0.00000000    
   5.00000007E-02   2.64999962       0.00000000    
   5.00000007E-02   2.74999952       0.00000000    
   5.00000007E-02   2.84999943       0.00000000    
   5.00000007E-02   2.94999933       0.00000000    
   5.00000007E-02   3.04999924       0.00000000    
   5.00000007E-02   3.14999914       0.00000000    
   5.00000007E-02   3.24999905       0.00000000    
   5.00000007E-02   3.34999895       0.00000000    
   5.00000007E-02   3.44999886       0.00000000    
   5.00000007E-02   3.54999876       0.00000000    
   5.00000007E-02   3.64999866       0.00000000    
   5.00000007E-02   3.74999857       0.00000000    
   5.00000007E-02   3.84999847       0.00000000    
   5.00000007E-02   3.94999838       0.00000000    
   5.00000007E-02   4.04999828       0.00000000    
   5.00000007E-02   4.14999819       0.00000000    
   5.00000007E-02   4.24999809       0.00000000    
   5.00000007E-02   4.34999800       0.00000000    
   5.00000007E-02   4.44999790       0.00000000    
   5.00000007E-02   4.54999781       0.00000000    
   5.00000007E-02   4.64999771       0.00000000    
   5.00000007E-02   4.74999762       0.00000000    
   5.00000007E-02   4.84999752       0.00000000    
   5.00000007E-02   4.94999743       0.00000000    
   5.00000007E-02   5.04999733       0.00000000    
   5.00000007E-02   5.14999723       0.00000000    
   5.00000007E-02   5.24999714       0.00000000    
   5.00000007E-02   5.34999704       0.00000000    
   5.00000007E-02   5.44999695       0.00000000    
   5.00000007E-02   5.54999685       0.00000000    
   5.00000007E-02   5.64999676       0.00000000    
   5.00000007E-02   5.74999666       0.00000000    
   5.00000007E-02   5.84999657       0.00000000    
   5.00000007E-02   5.94999647       0.00000000    
   5.00000007E-02   6.04999638       0.00000000    
   5.00000007E-02   6.14999628       0.00000000    
   5.00000007E-02   6.24999619       0.00000000    
   5.00000007E-02   6.34999609       0.00000000    
   5.00000007E-02   6.44999599       0.00000000    
   5.00000007E-02   6.54999590       0.00000000    
   5.00000007E-02   6.64999580       0.00000000    
   5.00000007E-02   6.74999571       0.00000000    
   5.00000007E-02   6.84999561       0.00000000    
   5.00000007E-02   6.94999552       0.00000000    
   5.00000007E-02   7.04999542       0.00000000    
   5.00000007E-02   7.14999533       0.00000000    
   5.00000007E-02   7.24999523       0.00000000    
   5.00000007E-02   7.34999514       0.00000000    
